gid,pid,off,def,type,dseq,len,qtr,min,sec,secl,ptso,ptsd,timo,timd,dwn,ytg,yfog,zone,fd,sg,nh,player,loc,seas,wk,day,v,h,stad,temp,humd,wspd,wdir,cond,surf
4535,743383,SEA,GB,PASS,1,5,1,14,53,3593,0,0,3,3,1,10,39,2,0,1,0,JG-2900,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743384,SEA,GB,RUSH,2,36,1,14,48,3588,0,0,3,2,2,10,39,2,0,0,0,DB-0500,RE,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743385,SEA,GB,PASS,3,38,1,14,12,3552,0,0,3,2,3,13,36,2,0,1,0,,,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743396,SEA,GB,RUSH,1,34,1,9,26,3266,0,0,3,2,1,10,50,3,0,0,0,EL-0010,LE,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743397,SEA,GB,RUSH,2,46,1,8,52,3232,0,0,3,2,2,8,52,3,0,1,0,EL-0010,MD,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743398,SEA,GB,PASS,3,3,1,8,6,3186,0,0,3,2,3,2,58,3,0,1,0,TM-1787,SM,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743412,SEA,GB,RUSH,1,42,1,1,34,2794,0,0,3,2,1,10,25,2,0,0,0,EL-0010,LE,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743413,SEA,GB,RUSH,2,38,1,0,52,2752,0,0,3,2,2,12,23,2,0,1,0,CP-2550,RT,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743414,SEA,GB,PASS,3,32,1,0,14,2714,0,0,3,2,3,12,23,2,0,1,0,JG-2900,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743425,SEA,GB,PASS,1,30,2,11,13,2473,0,0,3,2,1,10,20,1,0,1,0,PR-0150,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743426,SEA,GB,PASS,2,37,2,10,43,2443,0,0,3,2,2,4,26,2,0,0,0,JG-2900,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743427,SEA,GB,PASS,3,18,2,10,6,2406,0,0,3,2,3,1,29,2,1,0,0,CC-0750,SR,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743428,SEA,GB,RUSH,4,37,2,9,48,2388,0,0,3,2,1,10,39,2,0,0,0,CC-0750,MD,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743429,SEA,GB,PASS,5,8,2,9,11,2351,0,0,3,2,2,6,43,3,0,0,0,LW-1450,SR,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743430,SEA,GB,PASS,6,6,2,9,3,2343,0,0,3,2,3,6,43,3,0,1,0,TL-1025,DR,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743436,SEA,GB,RUSH,1,37,2,7,12,2232,0,0,3,2,1,10,32,2,0,0,0,EL-0010,LT,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743437,SEA,GB,PASS,2,5,2,6,35,2195,0,0,3,2,2,10,32,2,0,1,0,PR-0150,DL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743438,SEA,GB,PASS,3,42,2,6,30,2190,0,0,3,2,3,10,32,2,0,1,0,JG-2900,SR,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743451,SEA,GB,RUSH,1,7,2,0,55,1855,0,0,2,2,1,10,11,1,0,0,0,CP-2550,LE,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743452,SEA,GB,RUSH,2,5,2,0,48,1848,0,0,2,1,2,11,10,1,0,0,0,CP-2550,MD,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743453,SEA,GB,RUSH,3,14,2,0,43,1843,0,0,2,0,3,3,18,1,1,0,0,CP-2550,RT,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743454,SEA,GB,PASS,4,9,2,0,29,1829,0,0,1,0,1,10,22,2,1,1,0,DB-0500,DR,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743455,SEA,GB,RUSH,5,8,2,0,20,1820,0,0,1,0,1,10,56,3,1,1,1,RW-3850,MD,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743456,SEA,GB,PASS,6,3,2,0,12,1812,0,0,1,0,1,10,85,5,0,1,0,TM-1787,SM,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743457,SEA,GB,PASS,7,5,2,0,9,1809,0,0,1,0,2,10,85,5,0,1,0,TL-1025,SM,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743468,SEA,GB,PASS,1,37,3,12,4,1624,3,0,3,3,1,10,21,2,0,0,0,,,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743469,SEA,GB,RUSH,2,41,3,11,27,1587,3,0,3,3,2,20,11,1,0,1,0,CC-0750,MD,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743470,SEA,GB,PASS,3,7,3,10,46,1546,3,0,3,3,3,18,13,1,0,1,0,,,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743474,SEA,GB,RUSH,1,43,3,10,29,1529,3,7,3,3,1,10,26,2,0,0,0,CC-0750,RE,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743476,SEA,GB,RUSH,2,44,3,9,26,1466,3,7,3,3,2,12,24,2,0,1,0,RW-3850,MD,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743478,SEA,GB,RUSH,3,49,3,8,28,1408,3,7,3,3,1,10,40,2,1,0,0,CC-0750,MD,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743479,SEA,GB,PASS,4,34,3,7,39,1359,3,7,3,3,1,10,70,4,1,1,0,PR-0150,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743480,SEA,GB,RUSH,5,43,3,7,5,1325,3,7,3,3,1,10,82,5,0,0,0,EL-0010,RE,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743481,SEA,GB,PASS,6,42,3,6,22,1282,3,7,3,3,2,13,79,4,0,1,0,NV-0050,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743482,SEA,GB,PASS,7,29,3,5,40,1240,3,7,3,3,3,3,89,5,1,1,0,TL-1025,SR,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743483,SEA,GB,RUSH,8,35,3,5,11,1211,3,7,3,3,1,3,97,5,0,0,1,CC-0750,LT,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743484,SEA,GB,PASS,9,6,3,4,36,1176,3,7,3,3,2,3,97,5,0,0,0,PR-0150,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743485,SEA,GB,PASS,10,7,3,4,30,1170,3,7,3,3,3,3,97,5,0,1,0,JG-2900,SR,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743501,SEA,GB,PASS,1,32,3,0,5,905,6,14,3,3,1,10,26,2,1,0,0,DB-0500,SM,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743502,SEA,GB,PASS,2,24,4,15,0,900,6,14,3,3,1,10,37,2,0,0,0,DB-0500,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743503,SEA,GB,RUSH,3,44,4,14,36,876,6,14,3,3,2,3,44,3,0,0,0,CC-0750,LE,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743504,SEA,GB,PASS,4,5,4,13,52,832,6,14,3,3,3,3,44,3,0,1,0,JG-2900,DL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743519,SEA,GB,PASS,1,32,4,8,1,481,6,17,3,2,1,10,25,2,1,1,0,DB-0500,SM,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743520,SEA,GB,PASS,2,30,4,7,33,453,6,17,3,2,1,10,36,2,1,1,1,PR-0150,DL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743521,SEA,GB,PASS,3,26,4,7,3,423,6,17,3,2,1,10,64,4,1,0,1,PR-0150,SL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743522,SEA,GB,PASS,4,4,4,6,37,397,6,17,3,2,1,10,77,4,0,1,1,PR-0150,DL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743523,SEA,GB,PASS,5,7,4,6,33,393,6,17,3,2,2,10,77,4,0,1,0,AD-0212,DL,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4535,743524,SEA,GB,PASS,6,5,4,6,26,386,6,17,3,2,3,10,77,4,0,1,0,JG-2900,SM,2017,1,SUN,SEA,GB,Lambeau Field,71,49,11,S,Mostly Sunny,DD GrassMaster
4551,745988,SEA,SF,RUSH,1,35,1,15,0,3600,0,0,3,3,1,10,25,2,0,0,0,RW-3850,LE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745989,SEA,SF,RUSH,2,37,1,14,27,3567,0,0,3,3,2,9,26,2,0,0,0,TR-0112,RG,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745990,SEA,SF,PASS,3,39,1,13,50,3530,0,0,3,3,3,8,27,2,1,1,0,CP-2550,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745991,SEA,SF,PASS,4,4,1,13,11,3491,0,0,3,3,1,10,36,2,0,1,0,JG-2900,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745992,SEA,SF,RUSH,5,33,1,13,7,3487,0,0,3,3,2,10,36,2,0,0,0,RW-3850,MD,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745994,SEA,SF,PASS,6,23,1,12,18,3438,0,0,3,3,3,6,40,2,1,1,0,DB-0500,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745995,SEA,SF,PASS,7,25,1,11,55,3415,0,0,3,3,1,10,50,3,0,0,0,DB-0500,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745996,SEA,SF,PASS,8,4,1,11,30,3390,0,0,3,3,2,8,52,3,0,1,0,PR-0150,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745997,SEA,SF,PASS,9,33,1,11,26,3386,0,0,3,3,3,8,52,3,0,1,0,CC-0750,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745998,SEA,SF,RUSH,10,29,1,10,53,3353,0,0,3,3,4,1,59,3,1,1,0,RW-3850,LE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,745999,SEA,SF,RUSH,11,36,1,10,24,3324,0,0,3,3,1,10,68,4,0,0,0,CC-0750,LT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746000,SEA,SF,PASS,12,14,1,9,48,3288,0,0,3,3,2,7,71,4,1,1,0,TL-1025,DR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746001,SEA,SF,RUSH,13,41,1,9,34,3274,0,0,3,3,1,7,93,5,0,0,0,TR-0112,LT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746002,SEA,SF,PASS,14,4,1,8,53,3233,0,0,3,3,2,7,93,5,0,1,0,CP-2550,SM,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746003,SEA,SF,PASS,15,8,1,8,49,3229,0,0,3,3,3,7,93,5,0,1,0,DB-0500,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746011,SEA,SF,RUSH,1,35,1,7,7,3127,3,0,3,3,1,10,17,1,0,0,0,CC-0750,RT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746012,SEA,SF,PASS,2,38,1,6,32,3092,3,0,3,3,2,8,19,1,0,0,0,,,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746013,SEA,SF,PASS,3,4,1,5,54,3054,3,0,3,3,3,9,18,1,0,1,0,TL-1025,DL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746016,SEA,SF,PASS,1,39,1,5,31,3031,3,0,3,3,1,10,64,4,0,1,0,CH-5000,SM,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746017,SEA,SF,RUSH,2,21,1,4,52,2992,3,0,3,3,2,18,56,3,0,1,0,TR-0112,LT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746018,SEA,SF,PASS,3,30,1,4,31,2971,3,0,3,3,3,11,63,4,1,0,0,AD-0212,SM,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746019,SEA,SF,RUSH,4,35,1,4,1,2941,3,0,3,3,1,10,79,4,0,0,0,TR-0112,LG,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746020,SEA,SF,PASS,5,39,1,3,26,2906,3,0,3,3,2,10,79,4,0,1,0,TL-1025,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746021,SEA,SF,PASS,6,33,1,2,47,2867,3,0,3,3,3,2,87,5,1,1,0,TL-1025,SM,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746022,SEA,SF,RUSH,7,35,1,2,14,2834,3,0,3,3,1,7,93,5,0,0,0,TR-0112,RE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746023,SEA,SF,PASS,8,42,1,1,39,2799,3,0,3,3,2,11,89,5,0,0,0,DB-0500,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746024,SEA,SF,PASS,9,4,1,0,57,2757,3,0,3,3,3,9,91,5,0,1,0,TM-1787,SM,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746032,SEA,SF,RUSH,1,33,2,13,31,2611,6,0,3,2,1,10,3,1,0,0,0,CC-0750,RG,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746033,SEA,SF,RUSH,2,43,2,12,58,2578,6,0,3,2,2,9,4,1,0,0,0,CC-0750,RG,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746034,SEA,SF,PASS,3,22,2,12,15,2535,6,0,2,2,3,6,7,1,1,1,0,TL-1025,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746035,SEA,SF,RUSH,4,17,2,11,53,2513,6,0,2,2,1,10,16,1,0,0,0,CC-0750,RG,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746036,SEA,SF,PASS,5,21,2,11,36,2496,6,0,2,2,1,13,13,1,1,1,0,TL-1025,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746037,SEA,SF,RUSH,6,34,2,11,15,2475,6,0,2,2,1,10,27,2,0,0,0,CC-0750,RE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746038,SEA,SF,PASS,7,37,2,10,41,2441,6,0,2,2,2,10,27,2,0,1,0,LW-1450,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746039,SEA,SF,PASS,8,6,2,10,4,2404,6,0,2,2,3,8,29,2,0,1,0,CP-2550,DL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746046,SEA,SF,PASS,1,31,2,7,46,2266,6,0,2,2,1,10,19,1,0,0,0,DB-0500,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746047,SEA,SF,RUSH,2,39,2,7,15,2235,6,0,2,2,2,7,22,2,1,0,0,CC-0750,RT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746048,SEA,SF,PASS,3,37,2,6,36,2196,6,0,2,2,1,10,30,2,1,0,0,LW-1450,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746049,SEA,SF,RUSH,4,34,2,5,59,2159,6,0,2,2,1,10,49,3,0,0,0,CC-0750,RT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746050,SEA,SF,PASS,5,38,2,5,25,2125,6,0,2,2,2,11,48,3,0,1,0,LW-1450,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746051,SEA,SF,PASS,6,8,2,4,47,2087,6,0,2,2,3,7,52,3,0,1,0,PR-0150,DL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746060,SEA,SF,RUSH,1,25,2,1,55,1915,6,3,2,2,1,10,25,2,0,1,0,RW-3850,LE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746061,SEA,SF,PASS,2,22,2,1,34,1894,6,3,2,2,2,7,28,2,0,1,1,CP-2550,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746062,SEA,SF,PASS,3,5,2,1,12,1872,6,3,2,2,3,3,32,2,0,1,1,CP-2550,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746072,SEA,SF,RUSH,1,25,2,0,12,1812,6,6,1,1,1,10,22,2,0,0,0,RW-3850,NL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746082,SEA,SF,RUSH,1,35,3,11,57,1617,6,6,3,2,1,10,7,1,0,0,0,CC-0750,MD,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746083,SEA,SF,RUSH,2,36,3,11,22,1582,6,6,3,2,2,6,11,1,0,0,0,CC-0750,RG,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746084,SEA,SF,RUSH,3,35,3,10,46,1546,6,6,3,2,3,2,15,1,1,0,0,CC-0750,RT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746085,SEA,SF,PASS,4,42,3,10,11,1511,6,6,3,2,1,10,20,1,0,0,0,JG-2900,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746086,SEA,SF,PASS,5,33,3,9,29,1469,6,6,3,2,2,9,21,2,1,0,0,DB-0500,DR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746087,SEA,SF,PASS,6,37,3,8,56,1436,6,6,3,2,1,10,39,2,0,0,0,DB-0500,DR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746088,SEA,SF,PASS,7,13,3,8,19,1399,6,6,3,2,2,18,31,2,1,1,0,PR-0150,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746090,SEA,SF,PASS,8,43,3,7,58,1378,6,6,3,2,1,20,46,3,0,1,0,CP-2550,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746091,SEA,SF,PASS,9,4,3,7,15,1335,6,6,3,2,2,11,55,3,0,1,0,TL-1025,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746093,SEA,SF,PASS,10,5,3,7,4,1324,6,6,3,2,3,6,60,4,0,1,0,TM-1787,SM,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746099,SEA,SF,PASS,1,6,3,4,45,1185,6,6,3,2,1,10,42,3,0,0,0,DB-0500,DR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746100,SEA,SF,RUSH,2,37,3,4,39,1179,6,6,3,2,2,10,42,3,0,0,0,CC-0750,LT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746101,SEA,SF,PASS,3,5,3,4,2,1142,6,6,3,2,3,11,41,3,0,1,0,TL-1025,DR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746109,SEA,SF,RUSH,1,36,3,1,25,985,6,6,3,2,1,10,33,2,0,0,0,CC-0750,LT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746110,SEA,SF,PASS,2,3,3,0,49,949,6,6,3,2,2,10,33,2,0,1,0,DB-0500,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746111,SEA,SF,PASS,3,5,3,0,46,946,6,6,3,2,3,10,33,2,0,1,0,PR-0150,DM,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746124,SEA,SF,PASS,1,30,4,11,31,691,6,9,3,1,1,10,18,1,0,1,0,TL-1025,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746125,SEA,SF,RUSH,2,32,4,11,1,661,6,9,3,1,2,5,23,2,0,1,1,RW-3850,RE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746126,SEA,SF,RUSH,3,33,4,10,29,629,6,9,3,1,3,1,27,2,1,0,0,RW-3850,RE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746127,SEA,SF,PASS,4,31,4,9,56,596,6,9,3,1,1,10,34,2,0,1,1,DB-0500,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746128,SEA,SF,RUSH,5,26,4,9,25,565,6,9,3,1,2,1,43,3,1,1,0,CC-0750,LT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746129,SEA,SF,RUSH,6,27,4,8,59,539,6,9,3,1,1,10,57,3,0,1,0,RW-3850,RE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746131,SEA,SF,RUSH,7,23,4,8,26,506,6,9,3,1,2,10,57,3,1,0,0,RW-3850,LE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746133,SEA,SF,RUSH,8,39,4,7,58,478,6,9,3,1,1,10,88,5,0,1,0,CC-0750,RG,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746134,SEA,SF,PASS,9,6,4,7,19,439,6,9,3,1,2,7,91,5,0,1,0,CC-0750,SR,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746135,SEA,SF,PASS,10,7,4,7,13,433,6,9,3,1,3,7,91,5,1,1,0,PR-0150,SL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746142,SEA,SF,RUSH,1,30,4,4,47,287,12,9,3,1,1,10,12,1,0,0,0,CC-0750,LE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746143,SEA,SF,RUSH,2,44,4,4,17,257,12,9,3,1,2,1,21,2,1,1,0,CC-0750,MD,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746144,SEA,SF,RUSH,3,13,4,3,33,213,12,9,3,1,1,10,23,2,1,0,0,CC-0750,LT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746145,SEA,SF,RUSH,4,42,4,3,20,200,12,9,3,0,1,10,35,2,0,0,0,CC-0750,RT,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746146,SEA,SF,RUSH,5,38,4,2,38,158,12,9,3,0,2,8,37,2,1,0,0,CC-0750,RE,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
4551,746147,SEA,SF,RUSH,6,39,4,2,0,120,12,9,3,0,1,10,53,3,0,0,0,RW-3850,NL,2017,2,SUN,SF,SEA,CenturyLink Field,65,60,12,S,Mostly Cloudy,FieldTurf
